date,Esperance_1,Esperance_2,Esperance_3,Mundrabilla,Eucla_1,Eucla_2,Yalata,Ceduna
20250628,0.47501203417778015,0.42537540197372437,0.4856482148170471,0.47849535942077637,0.6064231991767883,0.5525212287902832,0.6139269471168518,0.632844090461731
20250629,,,,,0.7291962504386902,0.5650250911712646,0.6465602517127991,0.747607946395874
20250630,,,,,,,,0.7303053140640259
20250701,0.5036038160324097,0.6369379758834839,0.6373063921928406,0.5298135280609131,0.6497206091880798,0.5555206537246704,0.6470599174499512,0.6615254282951355
20250702,0.3846602439880371,0.5369548797607422,,,,,,0.7887816429138184
20250703,,0.5370472073554993,,,,1.0172189474105835,1.1944807767868042,1.317502737045288
20250704,0.2635839879512787,0.26865559816360474,0.29195868968963623,0.333402156829834,0.41002941131591797,0.5459538102149963,0.6197554469108582,0.6601933836936951
20250705,0.24346384406089783,0.2853390872478485,0.25040438771247864,0.30555814504623413,0.4775058925151825,0.4689013957977295,0.41181567311286926,0.5174856781959534
20250706,0.40322744846343994,0.5115956664085388,0.4252438545227051,0.4071550667285919,0.47017014026641846,0.46730276942253113,0.355325311422348,0.48241549730300903
20250707,,,,,,0.5189412236213684,0.5719574689865112,0.7340934872627258
20250708,,0.5991145968437195,0.5572165250778198,0.5657980442047119,0.5994493961334229,0.5635043978691101,0.5121281743049622,0.5475694537162781
20250709,0.4630368947982788,0.523931086063385,0.5534381866455078,0.6469302177429199,0.6128090023994446,0.5815303921699524,0.5735478401184082,0.6781538128852844
20250710,0.5045322775840759,0.5735992193222046,0.5715218186378479,0.6436331272125244,0.7129868268966675,0.5568803548812866,0.5541965365409851,0.46586620807647705
20250711,0.5155460834503174,,0.5485665202140808,0.5189998745918274,0.5344976186752319,0.49091410636901855,0.5352169871330261,0.632236659526825
20250712,,0.9244688749313354,0.634131669998169,0.5518761277198792,0.5851601362228394,0.5317478775978088,0.5442866683006287,0.6157392859458923
20250713,0.4063258171081543,0.4837033152580261,0.4838768541812897,0.4733830988407135,0.47939491271972656,0.4708159267902374,0.5559870004653931,0.4993981719017029
20250714,0.23459377884864807,0.32132017612457275,0.42845889925956726,0.422586053609848,,,,
20250715,0.4165214002132416,0.39876484870910645,0.41898488998413086,0.45854508876800537,0.595427930355072,0.40848487615585327,0.4089679718017578,0.5098406076431274
20250716,0.33903932571411133,,0.4155758321285248,0.46748533844947815,0.5497099757194519,0.42286601662635803,0.40198707580566406,0.48593446612358093
