region,lag_days,n_events,mean_chl_anomaly,p_value,significant,corr_with_magnitude,corr_p_value
Ceduna,89,16,0.15201373577694452,0.12553291266824756,False,-0.10294117647058824,0.7044103818167706
Ceduna,90,16,0.20856286149383302,0.05407977283576959,False,-0.06176470588235294,0.8202418775044894
GAB,0,17,0.0846810175236367,0.2873015208678464,False,0.2843137254901961,0.26873189936784353
GAB,1,17,0.08090575688442936,0.3152494390118293,False,0.34313725490196084,0.1775307396809928
GAB,2,17,0.08340204095869676,0.3040459308196033,False,0.23529411764705882,0.363295114375383
GAB,3,17,0.08261058638576702,0.30819757256730534,False,0.26470588235294124,0.3045422200057608
GAB,4,17,0.08789525998114543,0.29180052885563657,False,0.42892156862745107,0.08580101895154528
GAB,5,17,0.07861511970267579,0.34863350557759387,False,0.4191176470588236,0.09401767970071613
GAB,6,17,0.06382624129829959,0.4132639324058196,False,0.34313725490196084,0.1775307396809928
GAB,7,16,0.07770365226925134,0.3776998969719243,False,0.3323529411764706,0.2084998279822084
GAB,8,17,0.09173662647897128,0.3924616886869404,False,0.22794117647058826,0.37891058826948365
GAB,9,17,0.09556032243479538,0.40339751925653966,False,0.25490196078431376,0.32346003406511037
GAB,10,17,0.15193695871769886,0.3678969951061911,False,0.303921568627451,0.23563584127730533
GAB,11,17,0.1764244626153584,0.35199897126531055,False,0.16911764705882354,0.5164176230839818
GAB,12,17,0.19619538184015362,0.35080766534542895,False,0.16176470588235298,0.5350755062766513
GAB,13,17,0.21351694048744965,0.33847942530216735,False,0.11274509803921569,0.666592049963725
GAB,14,17,0.23521803690104928,0.3340575577185797,False,0.1519607843137255,0.5604155062809044
GAB,15,17,0.24574985025810606,0.31169349965780274,False,0.19117647058823534,0.46232612062451384
GAB,16,17,0.2622124883056689,0.29858929716126775,False,0.056372549019607844,0.8298485835353617
GAB,17,17,0.22401004044198192,0.30164989056197655,False,-0.004901960784313726,0.9851029592703198
GAB,18,17,0.21563624929981073,0.2983579320587432,False,-0.014705882352941176,0.9553274855428822
GAB,19,17,0.21710581071570478,0.26109329841287865,False,0.14215686274509806,0.586262862651232
GAB,20,17,0.24227610425371418,0.25081818160563457,False,0.16176470588235298,0.5350755062766513
GAB,21,17,0.22400922854991856,0.2314250023458985,False,0.20833333333333337,0.4223129818009653
GAB,22,17,0.2026368648690336,0.2263986923846112,False,0.232843137254902,0.36845965485437604
GAB,23,17,0.17996211645691673,0.17712133930671042,False,0.29411764705882354,0.2518444167529261
GAB,24,17,0.17895976681502268,0.222509032531511,False,0.28186274509803927,0.27305989737995473
GAB,25,17,0.224681678293299,0.27503963454046176,False,0.2573529411764706,0.3186676476453986
GAB,26,17,0.22404685537187333,0.30926762046087763,False,0.17647058823529413,0.49806765732373415
GAB,27,17,0.21558461291532893,0.3139888288511776,False,0.11764705882352941,0.6529334399539918
GAB,28,17,0.22830899259915544,0.3188619428105089,False,0.16666666666666669,0.5226031535880373
GAB,29,17,0.27115629455622503,0.30543952411734887,False,0.14705882352941177,0.5732772908660002
GAB,30,17,0.32682491166918887,0.306129951131245,False,0.21813725490196081,0.4002950907115109
GAB,31,17,0.2657851596088971,0.29344627957710434,False,0.12990196078431374,0.6192473366524134
GAB,32,16,0.18105447017144238,0.2367526614967731,False,0.17941176470588235,0.5061395399904385
GAB,33,16,0.18253873034069942,0.24156432592783939,False,0.44117647058823534,0.08715363626051087
GAB,34,16,0.14975743919522283,0.25845584671693195,False,0.4058823529411764,0.11879168453237476
GAB,35,16,0.12565132640080443,0.2494076697555485,False,0.30882352941176466,0.24449869579851796
GAB,36,16,0.12456734922847582,0.24821239080616272,False,0.29411764705882354,0.268846554622893
GAB,37,16,0.10985754614341123,0.2490100359955442,False,0.2088235294117647,0.43765851094980035
GAB,38,16,0.11236596981817418,0.26744545726145663,False,0.15294117647058825,0.5717446192454616
GAB,39,15,0.1388958216470386,0.2244641359199349,False,0.28571428571428564,0.3019363513225493
GAB,40,16,0.11603596239306392,0.20495535399115017,False,0.14705882352941177,0.5867933937012053
GAB,41,16,0.12151837233187901,0.1749787072166811,False,0.3029411764705882,0.25406688060961147
GAB,42,16,0.1296509031028975,0.13376825891573257,False,0.28529411764705886,0.28413874015956303
GAB,43,16,0.12856330197481886,0.1284579776647245,False,0.3029411764705882,0.25406688060961147
GAB,44,16,0.13740103189123887,0.11976157473654826,False,0.24705882352941175,0.35627504151257705
GAB,45,16,0.1565170904421913,0.09356025056336413,False,0.29705882352941176,0.2638630146135225
GAB,46,16,0.1407691673153923,0.09805529292168393,False,0.15,0.5792486306642535
GAB,47,16,0.1361778313116659,0.10088891063441392,False,0.09705882352941177,0.7206513082372035
GAB,48,16,0.11040322932503412,0.15568068248296704,False,0.008823529411764706,0.9741279946623942
GAB,49,16,0.10596623537130659,0.16814765717701022,False,0.0029411764705882353,0.9913748045563624
GAB,50,16,0.10609226487798709,0.15904104292770563,False,-0.06176470588235294,0.8202418775044894
GAB,51,16,0.108550119076279,0.16995676720231678,False,-0.0029411764705882353,0.9913748045563624
GAB,52,16,0.12035003229532218,0.1501337527599234,False,0.15,0.5792486306642535
GAB,53,16,0.11889141325705824,0.13589960835034595,False,0.0823529411764706,0.761733078752474
GAB,54,16,0.1302808902248563,0.13247937240708146,False,0.0823529411764706,0.761733078752474
GAB,55,16,0.16165232715817796,0.15099818901667006,False,0.08823529411764705,0.7452220943671326
GAB,56,16,0.15658108631947215,0.19258045761674725,False,0.023529411764705882,0.931073583667659
GAB,57,16,0.20804628201405567,0.2434070192246182,False,-0.011764705882352941,0.9655081698956276
GAB,58,16,0.2328934701957873,0.2451824444357126,False,-0.02058823529411765,0.9396737397890448
GAB,59,16,0.2520037648046301,0.25686101471992495,False,-0.03823529411764706,0.8881976539853073
